Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,MW,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HTW,ATW,HTD,ATD,HTL,ATL,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,Season_End_Year,HomeTeamRk,AwayTeamRk,HomeFormPoints_5round,AwayFormPoints_5round,Home3GameWinStreak,Away3GameWinStreak,Home5GameWinStreak,Away5GameWinStreak,Home3GameLossStreak,Away3GameLossStreak,Home5GameLossStreak,Away5GameLossStreak,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,HTGS_norm,ATGS_norm,HTGC_norm,ATGC_norm,HTGD_norm,ATGD_norm,DiffPts_norm,DiffFormPts_norm,HTP_norm,ATP_norm,FTR_OHE1,FTR_OHE2,FTR_OHE3
2012-10-12,Man City,Sunderland,3,0,2,1,0,H,26,8,16,6,10,10,15,4,9,15,6,9,5,18,9,5,1,3,6,0,0,3,3,3,0,0,0,3,0,3,0,2012,1,13,13,7,0,0,0,0,0,0,0,0,6.0,1.0,9.0,6.0,-12,0.1415094339622641,0.0588235294117647,0.1125,0.0617283950617283,0.2727272727272727,0.0476190476190476,0.5294117647058824,0.4615384615384615,0.75,0.375,0.0,0.0,1.0
2012-10-12,Liverpool,Stoke,0,0,1,0,0,D,16,5,5,3,9,16,5,5,9,11,8,14,9,6,8,1,1,3,5,3,2,1,1,3,0,0,0,1,0,0,1,2012,8,14,5,3,0,0,0,0,0,0,0,0,-3.0,-1.0,-2.0,2.0,-6,0.1037735849056603,0.0784313725490196,0.175,0.1111111111111111,-0.1363636363636363,-0.0476190476190476,-0.1176470588235294,0.1538461538461538,0.25,0.3333333333333333,0.0,1.0,0.0
2012-10-12,Newcastle,Man United,0,3,0,0,2,A,13,12,3,9,15,12,8,6,9,11,21,10,13,13,18,3,6,4,0,1,2,0,1,0,3,0,3,0,3,3,3,2012,5,2,7,12,0,1,0,0,0,0,0,0,1.0,8.0,-5.0,-5.0,3,0.1037735849056603,0.2058823529411764,0.125,0.1604938271604938,0.0454545454545454,0.3809523809523809,-0.2941176470588235,-0.3846153846153846,0.5416666666666666,0.75,1.0,0.0,0.0
2012-10-12,Southampton,Fulham,2,2,1,1,0,H,13,14,6,5,13,5,8,8,9,12,16,24,12,3,10,1,3,0,1,7,3,3,3,1,1,1,1,1,3,1,0,2012,20,9,3,7,0,0,0,0,1,0,0,0,-12.0,4.0,-7.0,-4.0,11,0.1132075471698113,0.1568627450980392,0.3,0.1481481481481481,-0.5454545454545454,0.1904761904761904,-0.4117647058823529,-0.3076923076923077,0.125,0.4166666666666667,0.0,1.0,0.0
2012-10-12,Tottenham,Aston Villa,2,0,2,0,0,D,23,8,10,5,7,10,8,0,9,15,7,13,11,14,6,4,1,2,3,2,3,3,0,3,1,0,0,3,3,1,0,2012,4,16,10,6,0,0,0,0,0,0,0,0,2.0,-4.0,8.0,4.0,-12,0.1415094339622641,0.0686274509803921,0.1625,0.1358024691358024,0.0909090909090909,-0.1904761904761904,0.4705882352941176,0.3076923076923077,0.5833333333333334,0.25,0.0,0.0,1.0
2012-10-12,Fulham,Aston Villa,1,0,2,0,0,D,17,9,8,4,7,11,6,4,9,18,7,14,13,10,6,3,1,2,3,3,4,3,0,1,1,1,0,3,3,0,0,2012,9,16,7,6,0,0,0,0,0,0,0,0,4.0,-6.0,4.0,1.0,-7,0.1698113207547169,0.0686274509803921,0.175,0.1604938271604938,0.1818181818181818,-0.2857142857142857,0.2352941176470588,0.0769230769230769,0.4166666666666667,0.25,0.0,0.0,1.0
2012-10-12,Wigan,Everton,2,2,1,2,1,H,10,16,6,11,14,14,7,6,9,8,15,14,9,7,15,2,4,1,3,5,1,1,3,0,0,1,1,3,0,1,0,2012,15,7,4,6,0,0,0,0,0,0,0,0,-6.0,6.0,-8.0,-2.0,8,0.0754716981132075,0.1470588235294117,0.175,0.1111111111111111,-0.2727272727272727,0.2857142857142857,-0.4705882352941176,-0.1538461538461538,0.2916666666666667,0.625,0.0,1.0,0.0
2012-10-12,Liverpool,Reading,1,0,2,1,0,H,23,8,13,5,13,6,6,5,9,11,11,14,16,6,4,1,0,4,4,3,3,1,1,3,0,0,1,1,0,0,0,2012,8,20,5,3,0,0,0,0,0,0,0,0,-3.0,-5.0,2.0,2.0,-12,0.1037735849056603,0.1078431372549019,0.175,0.1975308641975308,-0.1363636363636363,-0.238095238095238,0.1176470588235294,0.1538461538461538,0.25,0.1666666666666666,0.0,0.0,1.0
2012-11-12,Wigan,Reading,3,2,2,0,1,A,19,16,11,10,15,9,9,5,9,10,11,16,17,7,4,2,0,2,4,5,4,1,1,0,0,1,1,3,0,1,0,2012,15,20,4,3,0,0,0,0,0,0,0,0,-6.0,-6.0,3.0,1.0,-5,0.0943396226415094,0.1078431372549019,0.2,0.2098765432098765,-0.2727272727272727,-0.2857142857142857,0.1764705882352941,0.0769230769230769,0.2916666666666667,0.1666666666666666,0.0,0.0,1.0
2012-11-12,Sunderland,West Brom,2,4,0,0,2,A,19,11,12,6,12,15,7,2,10,6,13,8,11,9,14,1,4,6,2,1,3,0,3,0,1,0,1,0,1,1,3,2012,13,10,4,6,0,0,0,0,0,1,0,0,-2.0,2.0,-5.0,-2.0,3,0.0566037735849056,0.1274509803921568,0.1,0.1358024691358024,-0.08,0.0833333333333333,-0.2777777777777778,-0.1538461538461538,0.3333333333333333,0.5185185185185185,1.0,0.0,0.0
2012-11-12,Stoke,Fulham,1,0,2,1,0,H,12,8,3,5,14,11,7,2,10,8,19,9,14,9,14,1,4,6,2,2,3,0,1,0,3,0,0,1,0,0,3,2012,14,9,4,8,0,0,0,0,0,0,0,0,-1.0,5.0,-5.0,-4.0,5,0.0754716981132075,0.1862745098039215,0.1125,0.1728395061728395,-0.04,0.2083333333333333,-0.2777777777777778,-0.3076923076923077,0.3333333333333333,0.5185185185185185,0.0,0.0,1.0
2012-11-12,Man United,QPR,3,1,2,0,0,D,15,10,10,6,6,10,9,7,10,24,7,13,18,21,3,7,0,0,3,2,6,3,0,3,0,3,1,3,1,3,1,2012,2,17,15,2,1,0,1,0,0,1,0,0,11.0,-11.0,18.0,13.0,-15,0.2264150943396226,0.0686274509803921,0.1625,0.2222222222222222,0.44,-0.4583333333333333,1.0,1.0,0.7777777777777778,0.1111111111111111,0.0,0.0,1.0
2012-11-12,West Ham,Stoke,1,1,1,0,1,A,16,12,11,6,8,9,12,4,10,13,9,11,9,14,9,4,2,2,6,3,2,0,0,3,0,1,0,3,1,1,0,2012,20,14,7,4,0,0,0,0,0,0,0,0,2.0,0.0,5.0,3.0,6,0.1226415094339622,0.088235294117647,0.1375,0.1111111111111111,0.08,0.0,0.2777777777777778,0.2307692307692307,0.5185185185185185,0.3333333333333333,0.0,1.0,0.0
2012-11-12,Fulham,Sunderland,1,3,0,0,0,D,18,12,13,9,9,13,4,4,10,19,8,15,12,14,9,4,1,2,6,4,2,1,0,3,0,0,0,0,0,3,1,2012,9,13,8,4,0,0,0,0,0,0,0,0,4.0,-4.0,5.0,4.0,-4,0.1792452830188679,0.0784313725490196,0.1875,0.1481481481481481,0.16,-0.1666666666666666,0.2777777777777778,0.3076923076923077,0.5185185185185185,0.3333333333333333,1.0,0.0,0.0
2012-11-12,Chelsea,Man City,0,0,1,0,0,D,5,11,1,7,9,16,6,11,10,21,18,9,9,22,21,7,6,1,3,1,0,3,3,0,0,1,3,3,3,3,3,2012,6,1,10,13,0,1,0,0,0,0,0,0,12.0,9.0,1.0,-3.0,5,0.1981132075471698,0.1764705882352941,0.1125,0.1111111111111111,0.48,0.375,0.0555555555555555,-0.2307692307692307,0.8148148148148148,0.7777777777777778,0.0,1.0,0.0
2012-11-12,West Brom,Chelsea,2,1,2,1,1,D,8,19,6,12,7,13,0,12,10,17,21,13,9,14,22,5,7,2,2,3,1,3,3,1,0,1,1,1,3,3,3,2012,10,6,6,10,0,0,0,0,1,0,0,0,4.0,12.0,-8.0,-4.0,4,0.160377358490566,0.2058823529411764,0.1625,0.1111111111111111,0.16,0.5,-0.4444444444444444,-0.3076923076923077,0.5185185185185185,0.8148148148148148,0.0,0.0,1.0
2012-11-12,Aston Villa,Arsenal,0,0,1,0,0,D,10,13,8,6,6,9,7,6,10,7,14,14,6,6,15,1,4,3,3,5,2,0,3,3,3,0,3,1,1,1,3,2012,16,3,5,12,0,1,0,0,0,0,0,0,-7.0,8.0,-9.0,-7.0,13,0.0660377358490566,0.1372549019607843,0.175,0.074074074074074,-0.28,0.3333333333333333,-0.5,-0.5384615384615384,0.2222222222222222,0.5555555555555556,0.0,1.0,0.0
2012-11-12,Southampton,Newcastle,2,0,2,1,0,H,17,8,10,3,12,14,4,3,10,14,11,26,13,4,13,1,3,1,4,7,2,1,0,1,0,1,0,1,3,0,1,2012,20,5,1,6,0,0,0,0,1,0,0,0,-12.0,-2.0,-9.0,-5.0,15,0.1320754716981132,0.1078431372549019,0.325,0.1604938271604938,-0.48,-0.0833333333333333,-0.5,-0.3846153846153846,0.1481481481481481,0.4814814814814814,0.0,0.0,1.0
2012-11-12,Man United,West Ham,1,0,2,1,0,H,23,9,13,3,7,9,5,5,10,27,14,14,12,21,14,8,4,0,3,2,3,3,0,3,3,3,1,3,3,3,1,2012,2,20,15,7,1,0,1,0,0,0,0,0,13.0,2.0,7.0,8.0,-18,0.2547169811320754,0.1372549019607843,0.175,0.1481481481481481,0.52,0.0833333333333333,0.3888888888888889,0.6153846153846154,0.7777777777777778,0.5185185185185185,0.0,0.0,1.0
2012-11-12,Tottenham,West Ham,3,1,2,1,0,H,25,10,13,6,9,10,4,2,11,17,14,13,13,17,15,5,4,2,3,2,4,3,1,0,3,3,1,1,0,3,1,2012,4,20,10,4,0,0,0,0,0,0,0,0,4.0,1.0,2.0,6.0,-16,0.160377358490566,0.1372549019607843,0.1625,0.1604938271604938,0.1666666666666666,0.0357142857142857,0.0952380952380952,0.5,0.5666666666666667,0.5,0.0,0.0,1.0
2012-11-12,Aston Villa,Reading,1,0,2,0,0,D,15,11,7,6,10,5,8,3,11,7,13,14,20,7,4,1,0,4,4,5,5,3,1,0,0,1,0,1,1,0,1,2012,16,20,5,2,0,0,0,0,0,0,0,0,-7.0,-7.0,3.0,3.0,-4,0.0660377358490566,0.1274509803921568,0.175,0.2469135802469135,-0.2916666666666667,-0.25,0.1428571428571428,0.25,0.2333333333333333,0.1333333333333333,0.0,0.0,1.0
2012-11-12,Sunderland,QPR,0,0,1,0,0,D,13,13,8,9,10,15,5,8,11,11,8,13,21,12,3,2,0,6,3,2,7,0,0,0,1,1,1,1,1,3,1,2012,13,17,5,1,0,0,0,0,0,1,0,0,-2.0,-13.0,9.0,4.0,-4,0.1037735849056603,0.0784313725490196,0.1625,0.2592592592592592,-0.0833333333333333,-0.4642857142857143,0.4285714285714285,0.3333333333333333,0.4,0.1,0.0,1.0,0.0
2012-11-12,Chelsea,Fulham,0,0,1,0,0,D,17,8,13,7,10,11,10,2,11,22,20,11,18,23,14,7,4,2,2,2,5,1,0,3,0,3,3,0,1,1,1,2012,6,9,7,5,0,0,0,0,0,0,0,0,11.0,2.0,9.0,2.0,-3,0.2075471698113207,0.196078431372549,0.1375,0.2222222222222222,0.4583333333333333,0.0714285714285714,0.4285714285714285,0.1666666666666666,0.7666666666666667,0.4666666666666667,0.0,1.0,0.0
2012-11-12,Everton,Arsenal,1,1,1,1,1,D,14,12,10,9,15,9,6,6,11,17,14,11,6,16,16,4,4,4,4,1,2,0,3,1,3,0,1,0,3,0,0,2012,7,3,4,10,0,0,0,0,0,0,0,0,6.0,8.0,0.0,-6.0,4,0.160377358490566,0.1372549019607843,0.1375,0.074074074074074,0.25,0.2857142857142857,0.0,-0.5,0.5333333333333333,0.5333333333333333,0.0,1.0,0.0
2012-11-12,Reading,Everton,2,1,2,0,1,A,12,21,4,11,11,11,7,13,11,13,18,21,12,4,16,0,4,4,5,6,1,1,0,0,1,0,0,1,0,1,0,2012,20,7,2,4,0,0,0,0,0,0,0,0,-8.0,6.0,-12.0,-2.0,13,0.1226415094339622,0.1764705882352941,0.2625,0.1481481481481481,-0.3333333333333333,0.2142857142857142,-0.5714285714285714,-0.1666666666666666,0.1333333333333333,0.5333333333333333,0.0,0.0,1.0
2012-11-12,Southampton,Norwich,1,1,1,1,1,D,8,9,2,5,11,7,3,7,11,16,7,26,18,7,7,2,1,1,4,7,4,1,0,1,0,1,0,0,3,3,1,2012,20,12,4,6,0,0,0,0,1,0,0,0,-10.0,-11.0,0.0,-2.0,8,0.1509433962264151,0.0686274509803921,0.325,0.2222222222222222,-0.4166666666666667,-0.3928571428571428,0.0,-0.1666666666666666,0.2333333333333333,0.2333333333333333,0.0,1.0,0.0
2012-11-12,Stoke,Newcastle,2,1,2,0,0,D,11,7,5,6,12,12,7,2,11,10,11,10,15,13,13,2,3,7,4,2,3,0,0,1,0,0,3,3,1,0,1,2012,14,5,6,5,0,0,0,0,0,0,0,0,0.0,-4.0,0.0,1.0,9,0.0943396226415094,0.1078431372549019,0.125,0.1851851851851851,0.0,-0.1428571428571428,0.0,0.0833333333333333,0.4333333333333333,0.4333333333333333,0.0,0.0,1.0
2012-11-12,Swansea,West Brom,3,1,2,3,1,H,13,6,8,2,10,16,5,2,11,14,19,13,14,11,20,3,6,2,2,4,3,0,1,1,1,1,3,3,3,0,3,2012,11,10,5,9,0,1,0,0,0,0,0,0,1.0,5.0,-9.0,-4.0,1,0.1320754716981132,0.1862745098039215,0.1625,0.1728395061728395,0.0416666666666666,0.1785714285714285,-0.4285714285714285,-0.3333333333333333,0.3666666666666666,0.6666666666666666,0.0,0.0,1.0
2012-11-12,Tottenham,Liverpool,2,1,2,2,0,H,14,14,7,9,4,14,1,12,11,20,12,14,14,17,10,6,2,2,4,2,3,3,0,0,1,3,0,1,0,3,3,2012,4,8,10,6,0,0,0,0,0,0,0,0,6.0,-2.0,7.0,4.0,-4,0.1886792452830188,0.1176470588235294,0.175,0.1728395061728395,0.25,-0.0714285714285714,0.3333333333333333,0.3333333333333333,0.5666666666666667,0.3333333333333333,0.0,0.0,1.0
2012-11-12,Wigan,Man City,0,2,0,0,0,D,9,15,4,6,13,12,6,6,12,13,18,18,9,11,22,3,6,2,4,5,0,1,0,3,3,1,3,0,3,3,0,2012,15,1,7,11,0,1,0,0,0,0,0,0,-5.0,9.0,-11.0,-4.0,14,0.1226415094339622,0.1764705882352941,0.225,0.1111111111111111,-0.1724137931034483,0.3,-0.5,-0.3636363636363636,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0
2012-11-12,Swansea,Liverpool,0,0,1,0,0,D,17,21,8,14,6,10,7,6,12,17,13,14,16,14,10,4,2,2,4,4,4,1,1,1,0,3,0,0,3,3,1,2012,11,8,7,5,0,0,0,0,0,0,0,0,3.0,-3.0,4.0,2.0,3,0.160377358490566,0.1274509803921568,0.175,0.1975308641975308,0.1034482758620689,-0.1,0.1818181818181818,0.1818181818181818,0.4242424242424242,0.303030303030303,0.0,1.0,0.0
2012-11-12,QPR,Southampton,1,3,0,0,2,A,13,21,7,15,12,9,4,13,12,8,17,21,27,4,8,0,2,4,2,7,7,1,1,1,1,1,0,1,3,0,0,2012,17,20,1,5,0,0,0,0,1,0,0,0,-13.0,-10.0,-4.0,-4.0,-3,0.0754716981132075,0.1666666666666666,0.2625,0.3333333333333333,-0.4482758620689655,-0.3333333333333333,-0.1818181818181818,-0.3636363636363636,0.1212121212121212,0.2424242424242424,1.0,0.0,0.0
2012-11-12,Everton,Norwich,1,1,1,1,0,H,14,8,9,4,10,18,4,2,12,19,8,14,19,17,8,4,1,5,5,2,4,0,0,0,0,0,3,0,1,1,0,2012,7,12,4,6,0,0,0,0,0,0,0,0,5.0,-11.0,9.0,-2.0,-5,0.1792452830188679,0.0784313725490196,0.175,0.2345679012345679,0.1724137931034483,-0.3666666666666666,0.4090909090909091,-0.1818181818181818,0.5151515151515151,0.2424242424242424,0.0,1.0,0.0
2012-11-12,Newcastle,Swansea,1,2,0,0,0,D,27,15,10,9,7,7,5,4,12,12,17,17,14,13,14,3,4,4,3,4,4,0,1,3,1,1,3,1,0,1,3,2012,5,11,4,7,0,0,0,0,1,0,0,0,-5.0,3.0,-1.0,-3.0,-6,0.1132075471698113,0.1666666666666666,0.2125,0.1728395061728395,-0.1724137931034483,0.1,-0.0454545454545454,-0.2727272727272727,0.3939393939393939,0.4242424242424242,1.0,0.0,0.0
2012-11-12,Norwich,Man United,1,0,2,0,0,D,10,12,5,9,10,7,0,12,12,9,28,20,14,8,27,1,9,6,0,4,2,0,3,0,3,3,3,1,3,0,3,2012,12,2,6,15,0,1,0,1,0,0,0,0,-11.0,14.0,-19.0,-9.0,10,0.0849056603773584,0.2745098039215686,0.25,0.1728395061728395,-0.3793103448275862,0.4666666666666667,-0.8636363636363636,-0.8181818181818182,0.2424242424242424,0.8181818181818182,0.0,0.0,1.0
2012-11-12,Fulham,Everton,2,2,1,1,0,H,8,26,5,15,16,9,5,9,12,20,20,18,15,15,17,4,4,3,6,5,2,0,0,3,0,1,0,1,0,0,1,2012,9,7,5,4,0,0,0,0,0,0,0,0,2.0,5.0,-2.0,1.0,2,0.1886792452830188,0.196078431372549,0.225,0.1851851851851851,0.0689655172413793,0.1666666666666666,-0.0909090909090909,0.0909090909090909,0.4545454545454545,0.5151515151515151,0.0,1.0,0.0
2012-11-12,Man United,Arsenal,2,1,2,1,0,H,11,7,7,3,13,13,6,1,12,28,15,15,7,27,17,9,4,0,5,3,2,3,3,3,1,3,3,3,0,3,0,2012,2,3,15,8,1,0,1,0,0,0,0,0,13.0,8.0,10.0,7.0,-1,0.2641509433962264,0.1470588235294117,0.1875,0.0864197530864197,0.4482758620689655,0.2666666666666666,0.4545454545454545,0.6363636363636364,0.8181818181818182,0.5151515151515151,0.0,0.0,1.0
2012-11-12,Norwich,Stoke,1,0,2,1,0,H,12,8,8,3,11,13,9,1,12,10,12,20,11,8,16,2,3,6,7,4,2,0,1,0,0,3,3,1,0,0,3,2012,12,14,6,8,0,0,0,0,0,0,0,0,-10.0,1.0,-8.0,-2.0,-2,0.0943396226415094,0.1176470588235294,0.25,0.1358024691358024,-0.3448275862068966,0.0333333333333333,-0.3636363636363636,-0.1818181818181818,0.2424242424242424,0.4848484848484848,0.0,0.0,1.0
2012-11-12,Sunderland,Aston Villa,0,1,0,0,0,D,11,9,1,6,10,17,6,7,12,11,8,13,14,13,10,2,2,7,4,2,5,0,0,1,1,1,1,3,0,0,3,2012,13,16,5,5,0,0,0,0,0,0,0,0,-2.0,-6.0,3.0,0.0,-3,0.1037735849056603,0.0784313725490196,0.1625,0.1728395061728395,-0.0689655172413793,-0.2,0.1363636363636363,0.0,0.3939393939393939,0.303030303030303,1.0,0.0,0.0
2012-11-12,Swansea,Chelsea,1,1,1,0,0,D,9,11,7,7,12,9,8,6,13,19,22,15,11,18,24,5,7,3,3,4,2,3,3,0,3,3,0,0,1,3,0,2012,11,6,11,8,0,0,0,0,0,0,0,0,4.0,11.0,-6.0,3.0,5,0.1792452830188679,0.2156862745098039,0.1875,0.1358024691358024,0.1290322580645161,0.3548387096774194,-0.3,0.2307692307692307,0.5,0.6666666666666666,0.0,1.0,0.0
2012-11-12,West Ham,Man City,0,0,1,0,0,D,6,18,1,8,11,12,3,7,13,15,20,16,9,15,25,4,7,3,4,5,0,3,3,1,3,0,3,1,0,1,3,2012,20,1,4,13,0,1,0,0,0,0,0,0,-1.0,11.0,-10.0,-9.0,19,0.1415094339622641,0.196078431372549,0.2,0.1111111111111111,-0.032258064516129,0.3548387096774194,-0.5,-0.6923076923076923,0.4166666666666667,0.6944444444444444,0.0,1.0,0.0
2012-11-12,Liverpool,Newcastle,1,1,1,0,1,A,20,10,12,3,10,13,14,3,13,13,13,16,19,11,13,2,3,5,4,4,5,0,3,0,1,3,1,1,1,0,1,2012,8,5,6,3,0,0,0,0,0,1,0,0,-3.0,-6.0,-2.0,3.0,3,0.1226415094339622,0.1274509803921568,0.2,0.2345679012345679,-0.0967741935483871,-0.1935483870967742,-0.1,0.2307692307692307,0.3055555555555556,0.3611111111111111,0.0,1.0,0.0
2012-11-12,QPR,Reading,1,1,1,0,1,A,23,18,12,8,11,15,8,8,13,9,15,24,22,4,7,0,1,4,4,8,6,1,0,1,1,1,1,0,1,1,3,2012,17,20,1,4,0,0,0,0,1,1,0,0,-15.0,-7.0,-3.0,-3.0,-3,0.0849056603773584,0.1470588235294117,0.3,0.2716049382716049,-0.4838709677419355,-0.2258064516129032,-0.15,-0.2307692307692307,0.1111111111111111,0.1944444444444444,0.0,1.0,0.0
2012-11-12,West Brom,Southampton,2,0,2,1,0,H,16,9,6,5,6,12,8,6,13,20,20,17,28,20,11,6,3,2,2,4,7,1,1,3,0,3,3,3,0,1,3,2012,10,20,9,8,1,0,0,0,0,0,0,0,3.0,-8.0,9.0,1.0,-10,0.1886792452830188,0.196078431372549,0.2125,0.345679012345679,0.0967741935483871,-0.2580645161290322,0.45,0.0769230769230769,0.5555555555555556,0.3055555555555556,0.0,0.0,1.0
2012-11-12,Arsenal,Fulham,3,3,1,2,2,D,15,9,9,5,12,10,8,6,13,16,22,9,20,17,16,4,4,5,4,3,5,1,3,3,1,0,1,0,0,1,0,2012,3,9,5,5,0,0,0,0,0,0,0,0,7.0,2.0,1.0,0.0,-6,0.1509433962264151,0.2156862745098039,0.1125,0.2469135802469135,0.2258064516129032,0.064516129032258,0.05,0.0,0.4722222222222222,0.4444444444444444,0.0,1.0,0.0
2012-11-12,Tottenham,Wigan,0,1,0,0,0,D,13,7,10,4,10,11,9,3,13,22,13,15,20,23,11,7,3,2,2,2,6,3,3,1,1,3,0,3,3,3,1,2012,4,15,12,7,1,0,0,0,0,0,0,0,7.0,-7.0,12.0,5.0,-11,0.2075471698113207,0.1274509803921568,0.1875,0.2469135802469135,0.2258064516129032,-0.2258064516129032,0.6,0.3846153846153846,0.6388888888888888,0.3055555555555556,1.0,0.0,0.0
2012-11-12,Everton,Sunderland,2,1,2,0,1,A,16,6,10,4,14,14,6,2,13,22,11,17,14,19,13,4,2,7,7,2,3,0,1,0,1,1,3,0,0,0,1,2012,7,13,4,4,0,0,0,0,0,0,0,0,5.0,-3.0,6.0,0.0,-6,0.2075471698113207,0.1078431372549019,0.2125,0.1728395061728395,0.1612903225806451,-0.0967741935483871,0.3,0.0,0.5277777777777778,0.3611111111111111,0.0,0.0,1.0
2012-11-12,Man City,Aston Villa,5,0,2,1,0,H,21,10,8,8,9,4,9,4,13,20,9,9,14,25,13,7,3,5,4,0,5,3,1,3,1,3,0,0,3,3,3,2012,1,16,13,7,1,0,0,0,0,0,0,0,11.0,-5.0,12.0,6.0,-15,0.1886792452830188,0.088235294117647,0.1125,0.1728395061728395,0.3548387096774194,-0.1612903225806451,0.6,0.4615384615384615,0.6944444444444444,0.3611111111111111,0.0,0.0,1.0
2012-11-12,Aston Villa,Man United,2,3,0,1,0,H,10,16,7,7,12,7,5,6,13,9,30,19,16,13,30,3,10,4,0,6,3,1,3,1,3,0,3,3,1,3,3,2012,16,2,7,12,0,1,0,0,0,0,0,0,-10.0,14.0,-17.0,-5.0,14,0.0849056603773584,0.2941176470588235,0.2375,0.1975308641975308,-0.3225806451612903,0.4516129032258064,-0.85,-0.3846153846153846,0.3611111111111111,0.8333333333333334,1.0,0.0,0.0
2012-11-12,Liverpool,Wigan,3,0,2,0,0,D,22,9,11,3,9,11,10,5,14,14,14,17,20,12,14,2,4,6,2,4,6,0,1,3,0,1,3,0,1,0,3,2012,8,15,6,7,0,0,0,0,0,0,0,0,-3.0,-6.0,-2.0,-1.0,-7,0.1320754716981132,0.1372549019607843,0.2125,0.2469135802469135,-0.0857142857142857,-0.1818181818181818,-0.08,-0.0833333333333333,0.3076923076923077,0.358974358974359,0.0,0.0,1.0
2012-11-12,Arsenal,Tottenham,5,2,2,3,1,H,13,6,10,4,13,12,6,6,14,19,22,12,16,18,23,4,7,6,2,3,3,3,1,0,3,0,3,1,3,0,1,2012,3,4,6,9,0,1,0,0,0,0,0,0,7.0,6.0,-5.0,-3.0,-1,0.1792452830188679,0.2156862745098039,0.15,0.1975308641975308,0.2,0.1818181818181818,-0.2,-0.25,0.4615384615384615,0.5897435897435898,0.0,0.0,1.0
2012-11-12,Man City,Tottenham,2,1,2,0,1,A,16,6,8,2,16,7,8,2,14,25,24,9,21,29,23,8,7,5,2,0,4,3,1,0,3,3,3,0,3,3,1,2012,1,4,11,9,0,1,0,0,0,0,0,0,16.0,3.0,6.0,2.0,-3,0.2358490566037736,0.2352941176470588,0.1125,0.2592592592592592,0.4571428571428571,0.0909090909090909,0.24,0.1666666666666666,0.7435897435897436,0.5897435897435898,0.0,0.0,1.0
2012-11-12,Newcastle,West Ham,0,1,0,0,1,A,14,10,9,5,8,14,11,4,14,14,15,20,16,14,16,3,4,5,4,5,5,1,1,1,0,1,1,1,1,0,0,2012,5,20,1,2,0,0,0,0,1,0,0,0,-6.0,-1.0,-2.0,-1.0,-15,0.1320754716981132,0.1470588235294117,0.25,0.1975308641975308,-0.1714285714285714,-0.0303030303030303,-0.08,-0.0833333333333333,0.358974358974359,0.4102564102564102,1.0,0.0,0.0
2012-11-12,Wigan,West Brom,1,2,0,1,2,A,14,7,6,4,9,13,5,8,14,14,22,23,17,14,23,4,7,2,2,7,4,1,3,0,3,3,3,1,1,3,3,2012,15,10,7,12,0,1,0,0,0,0,0,0,-9.0,5.0,-9.0,-5.0,5,0.1320754716981132,0.2156862745098039,0.2875,0.2098765432098765,-0.2571428571428571,0.1515151515151515,-0.36,-0.4166666666666667,0.358974358974359,0.5897435897435898,1.0,0.0,0.0
2012-11-12,Stoke,QPR,1,0,2,0,0,D,10,17,5,8,11,16,5,5,14,12,10,12,25,16,5,3,0,7,5,3,8,0,1,3,1,0,0,3,1,1,0,2012,14,17,8,2,0,0,0,0,0,0,0,0,0.0,-15.0,11.0,6.0,-3,0.1132075471698113,0.0980392156862745,0.15,0.3086419753086419,0.0,-0.4545454545454545,0.44,0.5,0.4102564102564102,0.1282051282051282,0.0,0.0,1.0
2012-11-12,Southampton,Swansea,1,1,1,0,0,D,11,5,5,3,11,10,10,6,14,20,20,30,16,11,19,3,5,2,4,8,4,0,0,3,3,0,0,3,3,1,0,2012,20,11,8,9,0,0,0,0,0,0,0,0,-10.0,4.0,-8.0,-1.0,9,0.1886792452830188,0.196078431372549,0.375,0.1975308641975308,-0.2857142857142857,0.1212121212121212,-0.32,-0.0833333333333333,0.282051282051282,0.4871794871794871,0.0,1.0,0.0
2012-11-12,Reading,Norwich,0,0,1,0,0,D,7,10,3,3,9,16,10,3,14,16,11,23,20,8,15,1,3,5,6,6,4,1,1,1,0,1,0,3,3,0,3,2012,20,12,4,8,0,0,0,0,1,0,0,0,-7.0,-9.0,-7.0,-4.0,8,0.1509433962264151,0.1078431372549019,0.2875,0.2469135802469135,-0.2,-0.2727272727272727,-0.28,-0.3333333333333333,0.2051282051282051,0.3846153846153846,0.0,1.0,0.0
2012-11-12,Chelsea,Liverpool,1,1,1,1,0,H,12,9,3,5,12,13,4,7,14,23,17,12,17,25,12,7,3,4,6,2,4,3,0,0,3,1,1,0,0,0,0,2012,6,8,6,6,0,0,0,0,0,0,0,0,11.0,0.0,13.0,0.0,-2,0.2169811320754717,0.1666666666666666,0.15,0.2098765432098765,0.3142857142857143,0.0,0.52,0.0,0.6410256410256411,0.3076923076923077,0.0,1.0,0.0
